eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary
1.9901E+11,1990,10,9,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9901E+11,1990,10,9,,0,,101,Japan,4,East Asia,Osaka,osaka,34.693738,135.502165,1,0,,
1.9901E+11,1990,10,27,,0,,101,Japan,4,East Asia,Ibaraki,Tsukuba,36.083486,140.076642,1,0,,
1.9901E+11,1990,10,28,,0,,101,Japan,4,East Asia,Tochigi,Ishibayashi,36.890196,140.008702,1,0,,
1.99011E+11,1990,11,1,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,1,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,2,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,2,,0,,101,Japan,4,East Asia,Aichi,Unknown,35.180188,136.906565,4,0,,
1.99011E+11,1990,11,2,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,5,,0,,101,Japan,4,East Asia,Unknown,Unknown,,,5,0,,
1.99011E+11,1990,11,11,,0,,101,Japan,4,East Asia,Osaka,Osaka,34.693738,135.502165,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Kanagawa,Atsugi,35.443082,139.362489,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99011E+11,1990,11,12,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.99011E+11,1990,11,19,,0,,101,Japan,4,East Asia,Aichi,Nagoya,35.181446,136.906398,1,0,,
1.99011E+11,1990,11,21,,0,,101,Japan,4,East Asia,Miyagi,Unknown,38.268837,140.8721,4,0,,
1.99011E+11,1990,11,21,,0,,101,Japan,4,East Asia,Yamanashi,Otsuki,35.610485,138.940028,1,0,,
1.99011E+11,1990,11,21,,0,,101,Japan,4,East Asia,Ibaraki,Ushiku,35.979375,140.149524,1,0,,
1.99011E+11,1990,11,21,,0,,101,Japan,4,East Asia,Chiba,Kimitsu,35.33045,139.902677,1,0,,
1.99011E+11,1990,11,21,,0,,101,Japan,4,East Asia,Yamanashi,Otsuki,35.610485,138.940028,1,0,,
1.99011E+11,1990,11,22,,0,,101,Japan,4,East Asia,Saitama,Omiya,35.906259,139.628634,1,0,,
1.99011E+11,1990,11,22,,0,,101,Japan,4,East Asia,Chiba,Matsudo,35.787649,139.903093,1,0,,
1.99011E+11,1990,11,22,,0,,101,Japan,4,East Asia,Iwate,Unknown,39.703619,141.152684,4,0,,
1.99011E+11,1990,11,22,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99011E+11,1990,11,26,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99011E+11,1990,11,29,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99011E+11,1990,11,29,,0,,101,Japan,4,East Asia,Nara,Unknown,34.685354,135.832742,4,0,,
1.99011E+11,1990,11,29,,0,,101,Japan,4,East Asia,Nara,Unknown,34.685354,135.832742,4,0,,
1.99011E+11,1990,11,29,,0,,101,Japan,4,East Asia,Nara,Unknown,34.685354,135.832742,4,0,,
1.99011E+11,1990,11,29,,0,,101,Japan,4,East Asia,Nara,Unknown,34.685354,135.832742,4,0,,
1.99011E+11,1990,11,30,,0,,101,Japan,4,East Asia,Aichi,Unknown,35.180188,136.906565,4,0,,
1.99011E+11,1990,11,30,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99011E+11,1990,11,30,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,1,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,1,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,1,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,3,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99012E+11,1990,12,5,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,5,,0,,101,Japan,4,East Asia,Mie,Ise,34.487514,136.709336,1,0,,
1.99012E+11,1990,12,6,,0,,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1,0,,
1.99012E+11,1990,12,7,,0,,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99101E+11,1991,1,15,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99102E+11,1991,2,13,,0,,89,Hong Kong,4,East Asia,Hong Kong,Tsim Sha Tsui,22.297551,114.171948,1,0,,
1.99102E+11,1991,2,23,,0,,101,Japan,4,East Asia,Tokyo,Fuchu,35.668974,139.477661,1,0,,
1.99102E+11,1991,2,23,,0,,101,Japan,4,East Asia,Kanagawa,Yokosuka,35.281341,139.6722,1,0,,
1.99102E+11,1991,2,23,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.99103E+11,1991,3,1,,0,,101,Japan,4,East Asia,Nagasaki,Nagasaki,32.750286,129.877667,1,0,,
1.99103E+11,1991,3,1,,0,,101,Japan,4,East Asia,Nagasaki,Nagasaki,32.750286,129.877667,1,0,,
1.99104E+11,1991,4,8,,0,,184,South Korea,4,East Asia,Incheon,Incheon,37.456256,126.705206,1,0,,
1.99104E+11,1991,4,25,,0,,101,Japan,4,East Asia,Kanagawa,Kawasaki,35.530906,139.703051,1,0,,
1.99104E+11,1991,4,25,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99105E+11,1991,5,4,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99106E+11,1991,6,9,,0,,101,Japan,4,East Asia,Osaka,Osaka,34.693738,135.502165,1,0,,
1.99106E+11,1991,6,28,,0,,184,South Korea,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,,
1.99107E+11,1991,7,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99107E+11,1991,7,18,,0,,184,South Korea,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,,
1.99107E+11,1991,7,21,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99107E+11,1991,7,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99108E+11,1991,8,16,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99108E+11,1991,8,16,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99109E+11,1991,9,7,,0,,101,Japan,4,East Asia,Kanagawa,Yokosuka,35.281341,139.6722,1,0,,
1.99109E+11,1991,9,13,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9911E+11,1991,10,3,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.9911E+11,1991,10,29,,0,,101,Japan,4,East Asia,Kanagawa,Atsugi,35.443082,139.362489,1,0,,
1.99111E+11,1991,11,1,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99111E+11,1991,11,1,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99111E+11,1991,11,14,,0,,184,South Korea,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,,
1.99111E+11,1991,11,26,,1,30/11/1991,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99112E+11,1991,12,8,,0,,101,Japan,4,East Asia,Kanagawa,Yokosuka,35.281341,139.6722,1,0,,
1.99112E+11,1991,12,28,,0,,201,Taiwan,4,East Asia,Hsinchu,Hsinchu,24.804722,120.971389,1,0,,
1.99201E+11,1992,1,8,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99201E+11,1992,1,18,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99202E+11,1992,2,1,,0,,44,China,4,East Asia,Guangdong,Guangzhou,23.129163,113.264435,1,0,,
1.99202E+11,1992,2,5,,0,,44,China,4,East Asia,Xinjiang,Urumqi,43.825645,87.616823,1,0,,
1.99202E+11,1992,2,11,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99202E+11,1992,2,18,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99202E+11,1992,2,18,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99202E+11,1992,2,18,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99202E+11,1992,2,18,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99202E+11,1992,2,18,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99203E+11,1992,3,20,,0,,101,Japan,4,East Asia,Tochigi,Ashikaga,36.340151,139.449698,1,0,,
1.99204E+11,1992,4,6,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99204E+11,1992,4,13,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99204E+11,1992,4,28,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99204E+11,1992,4,28,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99204E+11,1992,4,28,,0,,201,Taiwan,4,East Asia,Kaohsiung,Kaohsiung,22.617778,120.301389,1,0,,
1.99204E+11,1992,4,29,,0,,201,Taiwan,4,East Asia,New Taipei,New Taipei,25,121.496111,1,0,,
1.99205E+11,1992,5,14,,0,,184,South Korea,4,East Asia,South Jeolla,Muan-gun,34.990454,126.481686,1,0,,
1.99205E+11,1992,5,17,,0,,44,China,4,East Asia,Yunnan,Kunming,25.037721,102.722202,1,0,,
1.99205E+11,1992,5,18,,0,,101,Japan,4,East Asia,Okinawa,Urasoe,26.245816,127.721799,1,0,,
1.99205E+11,1992,5,21,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99205E+11,1992,5,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99206E+11,1992,6,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99206E+11,1992,6,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99206E+11,1992,6,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99206E+11,1992,6,17,,0,,201,Taiwan,4,East Asia,Kaohsiung,Kaohsiung,22.617778,120.301389,1,0,,
1.99208E+11,1992,8,4,,0,,184,South Korea,4,East Asia,Gyeonggi,Uijeongbu,37.738098,127.033682,1,0,,
1.99208E+11,1992,8,11,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99208E+11,1992,8,25,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99208E+11,1992,8,29,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99208E+11,1992,8,31,,0,,101,Japan,4,East Asia,Kanagawa,Okubo,35.346626,139.232842,1,0,,
1.99209E+11,1992,9,7,,0,,89,Hong Kong,4,East Asia,Hong Kong,Waglan Island,22.181944,114.303333,1,0,,
1.99209E+11,1992,9,21,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99209E+11,1992,9,21,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99209E+11,1992,9,23,,0,,184,South Korea,4,East Asia,Incheon,Incheon,37.456256,126.705206,1,0,,
1.99209E+11,1992,9,28,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99209E+11,1992,9,29,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99209E+11,1992,9,30,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.9921E+11,1992,10,1,,0,,101,Japan,4,East Asia,Kanagawa,Kawasaki,35.530906,139.703051,1,0,,
1.9921E+11,1992,10,1,,0,,101,Japan,4,East Asia,Yamanashi,Unknown,35.664158,138.568449,4,0,,
1.9921E+11,1992,10,2,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9921E+11,1992,10,3,,0,,101,Japan,4,East Asia,Chiba,Chiba,35.607221,140.10627,1,0,,
1.9921E+11,1992,10,4,,0,,101,Japan,4,East Asia,Yamagata,Tendo,38.362265,140.377886,1,0,,
1.9921E+11,1992,10,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Saitama,Unknown,35.856999,139.648849,4,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Saitama,Unknown,35.856999,139.648849,4,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Unknown,Unknown,,,5,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Unknown,Unknown,,,5,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Unknown,Unknown,,,5,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Aichi,Komaki,35.291152,136.911979,1,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Aichi,Unknown,35.180188,136.906565,4,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Aichi,Nagoya,35.181446,136.906398,1,0,,
1.9921E+11,1992,10,13,,0,,101,Japan,4,East Asia,Aichi,Nagoya,35.181446,136.906398,1,0,,
1.9921E+11,1992,10,16,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.9921E+11,1992,10,20,,0,,101,Japan,4,East Asia,Shimane,Izumo,35.367035,132.754682,1,0,,
1.9921E+11,1992,10,20,,0,,201,Taiwan,4,East Asia,Kaohsiung,Kaohsiung,22.617778,120.301389,1,0,,
1.9921E+11,1992,10,23,,0,,101,Japan,4,East Asia,Hiroshima,Miyaura,34.2482,133.000725,1,0,,
1.9921E+11,1992,10,23,,0,,101,Japan,4,East Asia,Aichi,Unknown,35.180188,136.906565,4,0,,
1.9921E+11,1992,10,30,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99211E+11,1992,11,28,,0,,44,China,4,East Asia,Guangdong,Guangzhou,23.129163,113.264435,1,0,,
1.99212E+11,1992,12,8,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99212E+11,1992,12,16,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99212E+11,1992,12,18,,0,,201,Taiwan,4,East Asia,Yunlin,Yunlin,23.709557,120.431868,1,0,,
1.99212E+11,1992,12,23,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99402E+11,1994,2,18,,1,18/02/1994,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99402E+11,1994,2,27,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99402E+11,1994,2,28,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99403E+11,1994,3,7,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99403E+11,1994,3,7,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99403E+11,1994,3,9,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99403E+11,1994,3,9,,0,,44,China,4,East Asia,Beijing,Beijing,39.858435,116.286479,1,0,,
1.99404E+11,1994,4,1,,0,,44,China,4,East Asia,Guangdong,Shenzen,22.543099,114.057868,1,0,,
1.99404E+11,1994,4,1,,0,,101,Japan,4,East Asia,Tokyo,Sumida,35.689125,139.747742,1,0,,
1.99404E+11,1994,4,6,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99405E+11,1994,5,30,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99406E+11,1994,6,6,,1,06/06/1994,44,China,4,East Asia,Fujian,Fuzhou,26.074508,119.296494,1,0,,
1.99406E+11,1994,6,27,,0,,101,Japan,4,East Asia,Tokyo,Matsumoto,35.689125,139.747742,1,0,,
1.99407E+11,1994,7,27,,0,,184,South Korea,4,East Asia,Gyeonggi,Seongnam,37.444917,127.138868,1,0,,
1.99408E+11,1994,8,3,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99408E+11,1994,8,4,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99409E+11,1994,9,3,,0,,201,Taiwan,4,East Asia,Keelung,Keelung,25.133333,121.733333,1,0,,
1.99409E+11,1994,9,20,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99409E+11,1994,9,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99409E+11,1994,9,26,,0,,89,Hong Kong,4,East Asia,Hong Kong,Tai Mo Shan,22.408041,114.112762,1,0,,
1.99409E+11,1994,9,30,,0,,44,China,4,East Asia,Guangdong,Pingshizhen,25.283336,113.057516,1,0,,
1.9941E+11,1994,10,13,,0,,201,Taiwan,4,East Asia,Taichung,Taichung,24.143333,120.681389,1,0,,
1.9941E+11,1994,10,14,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99411E+11,1994,11,11,,0,,101,Japan,4,East Asia,Tokyo,Setagaya,35.689125,139.747742,1,0,,
1.99411E+11,1994,11,24,,0,,101,Japan,4,East Asia,Osaka,Osaka,34.693738,135.502165,1,0,,
1.99411E+11,1994,11,26,,0,,101,Japan,4,East Asia,Kumamoto,Kumamoto,32.8031,130.707891,1,0,,
1.99412E+11,1994,12,10,,0,,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99412E+11,1994,12,13,,0,,149,North Korea,4,East Asia,Pyongyang,Pyongyang,39.031859,125.753765,1,0,,
1.99412E+11,1994,12,20,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99412E+11,1994,12,22,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99412E+11,1994,12,23,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.99412E+11,1994,12,23,,0,,44,China,4,East Asia,Fujian,Xiamen,24.479836,118.08942,1,0,,
1.99412E+11,1994,12,30,,1,31/12/1994,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99412E+11,1994,12,31,,1,01/01/1995,44,China,4,East Asia,Chongqing,Wushan,31.078576,109.87605,1,0,,
1.99501E+11,1995,1,4,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99501E+11,1995,1,10,,0,,201,Taiwan,4,East Asia,Kaohsiung,Kaohsiung,22.617778,120.301389,1,0,,
1.99501E+11,1995,1,14,,0,,44,China,4,East Asia,Yunnan,Kunming,25.037721,102.722202,1,0,,
1.99501E+11,1995,1,19,,0,,184,South Korea,4,East Asia,Gwangju,Gwangju,35.159545,126.852601,1,0,,
1.99501E+11,1995,1,23,,0,,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99501E+11,1995,1,23,,0,,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99501E+11,1995,1,23,,0,,44,China,4,East Asia,Sichuan,Chengdu,30.658601,104.064856,1,0,,
1.99503E+11,1995,3,3,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99503E+11,1995,3,3,,0,,101,Japan,4,East Asia,Chiba,Narashino,35.680432,140.026526,1,0,,
1.99503E+11,1995,3,14,,0,,101,Japan,4,East Asia,Ibaraki,Ushiku,35.979375,140.149524,1,0,,
1.99503E+11,1995,3,15,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99503E+11,1995,3,18,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99503E+11,1995,3,20,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99503E+11,1995,3,30,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99504E+11,1995,4,19,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99504E+11,1995,4,23,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99505E+11,1995,5,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99505E+11,1995,5,13,,0,,101,Japan,4,East Asia,Chiba,Narita,35.772163,140.321777,1,0,,
1.99505E+11,1995,5,15,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99505E+11,1995,5,16,,0,,184,South Korea,4,East Asia,Incheon,Incheon,37.456256,126.705206,1,0,,
1.99505E+11,1995,5,16,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99505E+11,1995,5,22,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99506E+11,1995,6,0,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99506E+11,1995,6,7,,0,,89,Hong Kong,4,East Asia,Hong Kong,Hong Kong,22.281867,114.161326,1,0,,
1.99506E+11,1995,6,13,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99506E+11,1995,6,21,,1,22/06/1995,101,Japan,4,East Asia,Hokkaido,Hakodate,41.768793,140.72881,1,0,,
1.99507E+11,1995,7,2,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99507E+11,1995,7,3,,0,,101,Japan,4,East Asia,Kanagawa,Yokohama,35.443708,139.638026,1,0,,
1.99507E+11,1995,7,4,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99507E+11,1995,7,5,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99508E+11,1995,8,2,,0,,44,China,4,East Asia,Shanghai,Shanghai,31.231763,121.484443,1,0,,
1.9951E+11,1995,10,10,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.9951E+11,1995,10,12,,0,,44,China,4,East Asia,Beijing,Beijing,39.905556,116.395833,1,0,,
1.9951E+11,1995,10,16,,0,,184,South Korea,4,East Asia,Seoul,Seoul,37.566535,126.977969,1,0,,
1.99512E+11,1995,12,1,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99512E+11,1995,12,3,,0,,44,China,4,East Asia,Guangdong,Shenzhen,22.542601,114.057612,1,0,,
1.99512E+11,1995,12,3,,0,,44,China,4,East Asia,Guangdong,Shenzen,22.543099,114.057868,1,0,,
1.99512E+11,1995,12,27,,0,,117,Macau,4,East Asia,Macau,Taipa,22.156341,113.552772,1,0,,
1.99601E+11,1996,1,6,,0,,201,Taiwan,4,East Asia,Taipei,Taipei,25.091075,121.559834,1,0,,
1.99601E+11,1996,1,21,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,
1.99602E+11,1996,2,10,,0,,44,China,4,East Asia,Xinjiang,Wensu,41.276777,80.238959,1,0,,
